max_depth,n_estimators,min_child_weight,gini_fold_1,gini_fold_2,gini_cv
2,200,50,0.34479697088392736,0.40490056607687985,0.3748487684804036
3,200,50,0.34479697088392736,0.40470792211256335,0.37475244649824535
2,400,50,0.34479697088392736,0.4005512581132744,0.3726741144986009
3,400,50,0.34479697088392736,0.39952876322574915,0.37216286705483825
2,200,20,0.33047830439134795,0.3735218280430339,0.35200006621719093
3,200,20,0.32943378160769465,0.3630005038380606,0.3462171427228776
2,400,20,0.29757583670627175,0.34415103286802395,0.32086343478714785
3,400,20,0.30102276189232713,0.32420497317803276,0.31261386753517995
