tasa_de_descuento,lgd_economica,diferencia_vs_contable,el_relativo
0.1,0.6600475931566986,0.03717248138322615,1.0596788676904867
0.2,0.6901672019810305,0.06729209020755811,1.1080346427969512
0.3,0.7150680134835158,0.09219290171004335,1.148011856578357
0.3189230998509687,0.7193062967619355,0.09643118498846304,1.1548162435225588
