C,gini_fold_1,gini_fold_2,gini_cv
0.05,0.37770814292553445,0.39860999970362454,0.3881590713145795
0.25,0.38528093310701994,0.3902670341720753,0.3877739836395476
1.0,0.3857161509335423,0.38525829109984877,0.3854872210166955
