,DEV,DEV,DEV,DEV,DEV,DEV,VAL,VAL,VAL,VAL,VAL,VAL
,creditos,defaults,pct_creditos,default_rate,ic_inf,ic_sup,creditos,defaults,pct_creditos,default_rate,ic_inf,ic_sup
banda_score,,,,,,,,,,,,
"(-inf, 560.0]",129,36,0.03746732500726111,0.27906976744186046,0.20891494056173487,0.3620026033401753,33,9,0.028670721112076455,0.2727272727272727,0.15067272656322814,0.44217883254386814
"(560.0, 580.0]",483,115,0.14028463549230322,0.23809523809523808,0.20227099657450512,0.27805278841017983,156,40,0.1355343179843614,0.2564102564102564,0.19431867882734583,0.33021060516380535
"(580.0, 600.0]",881,98,0.2558814986930003,0.1112372304199773,0.09213874190405964,0.13371139895731035,291,59,0.2528236316246742,0.2027491408934708,0.16056681345270432,0.2526774505860202
"(600.0, 620.0]",1140,80,0.33110659308742374,0.07017543859649122,0.05674522797081583,0.08649278680325775,393,35,0.34144222415291053,0.089058524173028,0.0647316526274602,0.12134158163023859
"(620.0, 640.0]",491,16,0.14260819053151322,0.032586558044806514,0.020155882541809167,0.05227456792961442,170,13,0.1476976542137272,0.07647058823529412,0.04523134860197735,0.12642836921009987
"(640.0, inf]",319,6,0.0926517571884984,0.018808777429467086,0.008647917561404133,0.04042134736604017,108,5,0.09383145091225022,0.046296296296296294,0.019934521435234435,0.1038262259074359
