num_leaves,n_estimators,min_child_samples,gini_fold_1,gini_fold_2,gini_cv
7,200,60,0.31923227575401514,0.3515752348774488,0.33540375531573197
7,200,30,0.3033555294424861,0.35479090720488404,0.3290732183236851
15,200,60,0.29912521216869026,0.31189057822826816,0.3055078951984792
7,400,30,0.26047786917352145,0.32404196674668806,0.29225991796010475
15,200,30,0.28626017321669495,0.2968198927121306,0.2915400329644128
7,400,60,0.2692692692692693,0.3081414303073411,0.2887053497883052
15,400,60,0.25769247508377946,0.27411754245576603,0.26590500876977274
15,400,30,0.2524872698785743,0.2763255386621619,0.2644064042703681
