variable_de_buro,media_sin_score,media_con_score,p_ks
active_loans,2.0,2.014621178555605,0.9941152358697722
prior_delinquencies_24m,0.537117903930131,0.5650568601388274,0.9999998890752433
bureau_inquiries_6m,1.9301310043668123,1.7870329345739182,0.7217254838304907
monthly_debt_payment,1211.201790393013,1176.081481317383,0.5499457366189482
% con al menos 1 deuda activa,0.8864628820960698,0.8687047703441146,
% con mora previa en 24m,0.43231441048034935,0.43051247969280754,
