tramo,dev_creditos,dev_default_rate,dev_ic_inf,dev_ic_sup,val_creditos,val_default_rate,val_ic_inf,val_ic_sup
"(-inf, 0.3]",933,0.0857449088960343,0.0694341094033564,0.10545308604142317,310,0.12580645161290321,0.09341129570839604,0.1673622919867979
"(0.3, 0.45]",1004,0.0796812749003984,0.064487938381927,0.09807887767329439,352,0.11363636363636363,0.0845691446832946,0.1510458030912208
"(0.45, 0.6]",777,0.11196911196911197,0.09167833160635663,0.13607797645919723,245,0.17551020408163265,0.1329900659547027,0.22804924580024505
"(0.6, 0.8]",489,0.1554192229038855,0.12600545407290714,0.19020486583515256,166,0.19879518072289157,0.14520087187123953,0.2660152259516731
"(0.8, inf]",155,0.13548387096774195,0.09035094342918003,0.19824851666187926,51,0.0784313725490196,0.030921696126931505,0.1850019822486082
Faltante,85,0.08235294117647059,0.04046320889853023,0.16036162991571895,27,0.07407407407407407,0.020554221697383523,0.2336997729073062
